Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
856,33390,2O13/08-21 12:55:0O+0O,2013-O8-21 14:55:0O+00,280.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
857,33391,2013-08/21 15:55:O0+00,2013-08-21 19:55:00+00,,,CONVECTIVE,,OUTLOOK,,
858,33392,2O13-08-21 13:55:0O+00,2013/O8/21 15:55:OO+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
859,33393,2013-08-21 13:55:O0+0O,2013-08-21 16:0O:00+00,,,MTN OBSCN,,AIRMET,O,0.0
860,33394,2013/O8-21 13:55:0O+00,2013-O8-21 16:00:O0+OO,,,IFR,,AIRMET,0.0,0.0
861,33395,2013-08/21 15:55:00+00,2013-08-21 14:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
862,33396,2O13/08-21 13:55:00+00,2013-O8-21 14:54:59+O0,270.0,35.0,CONVECTIVE,LT-MOD,SIGMET,O,O
863,33397,2013-08-21 14:55:OO+0O,2013-08-21 16:55:0O+00,,,CONVECTIVE,NONE,SIGMET,,
864,33398,2013-08-21 16:55:00+00,2013-O8/21 20:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
865,35350,2O13/O9-07 11:55:0O+00,2013-09-O7 15:55:OO+O0,,,CONVECTIVE,,OUTLOOK,,
866,35383,2013-O9/07 17:55:00+00,2013-O9-O7 21:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
867,33402,2O13-08-21 15:45:OO+00,2013/08-21 21:45:00+00,,,MTN OBSCN,,AIRMET,0.0,O
868,33403,2013-O8-21 13:55:0O+00,2013-08-21 15:44:59+O0,,,IFR,,AIRMET,0.0,0.0
869,33404,2013-08/21 13:55:O0+0O,2013/08/21 15:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
870,33405,2013/08-21 O9:45:0O+00,2013-08-21 15:44:59+00,,,IFR,,AIRMET,O,0.0
871,33406,2O13/08/21 09:45:0O+0O,2013-O8-21 15:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
872,33407,2013-08-21 15:55:00+00,2013/08-21 17:55:00+O0,190.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
873,33408,2013/08-21 17:55:O0+0O,2013-08-21 21:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
874,33409,2013-08-21 14:55:00+00,2013-08/21 15:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
875,33410,2O13-O8/21 16:55:00+OO,2013-08/21 15:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
876,33411,2013/08-21 16:55:0O+O0,2013-08-21 18:55:00+00,270.0,35.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
877,33412,2O13-08-21 18:55:00+00,2013/08-21 22:55:00+00,,,CONVECTIVE,,OUTLOOK,,
878,33413,2O13/08-21 15:55:O0+00,2O13-08-21 16:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
879,33414,2013/08-21 17:55:O0+O0,2O13-08-21 16:54:59+00,,,CONVECTIVE,,OUTLOOK,,
880,33415,2013-08/21 17:55:00+O0,2013-08-21 19:55:O0+00,110.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
881,33416,2013/08/21 19:55:00+O0,2O13/O8-21 23:55:00+00,,,CONVECTIVE,,OUTLOOK,,
882,33417,2013-08-21 16:55:00+00,2O13-08/21 17:54:59+00,270.0,35.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
883,33418,2013-O8-21 18:55:0O+00,2013/08-21 17:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
884,33419,2013-08/21 18:17:00+00,2013-08-21 22:00:OO+0O,,,IFR,,AIRMET,0.0,0.0
885,33420,2O13-08-21 18:17:0O+0O,2O13-O8-21 22:00:OO+0O,,,MTN OBSCN,,AIRMET,O,0.0
886,33421,2013-O8-21 18:55:00+00,2O13/O8-21 2O:55:00+00,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
887,33422,2013/08/21 19:55:00+00,2O13/08-21 18:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
888,33423,2O13/08/21 17:55:O0+0O,2013/08-21 18:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
889,33424,2O13-08-21 2O:55:00+O0,2013-08/22 O0:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
890,33425,2013-08/21 19:55:O0+00,2013/O8-21 21:55:00+O0,,,CONVECTIVE,NONE,SIGMET,,
891,33426,2013/08-21 21:55:00+0O,2013-08/22 01:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
892,33427,2013-O8-21 18:55:00+O0,2013-08/21 19:54:59+0O,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
893,33428,2O13-08/21 20:55:0O+0O,2O13-O8-21 19:54:59+00,,,CONVECTIVE,,OUTLOOK,,
894,33429,2013-08-21 19:55:00+O0,2013-O8-21 20:54:59+0O,250.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,O
895,33430,2O13-O8/21 22:55:O0+0O,2013-O8-22 02:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
896,33431,2013-08-21 20:55:0O+OO,2O13/08-21 22:55:00+00,250.0,10.0,CONVECTIVE,LT/MOD,SIGMET,O,O
897,33432,2O13-08-21 21:55:0O+0O,2013-O8/21 20:54:59+00,,,CONVECTIVE,,OUTLOOK,,
898,33433,2O13/08-21 15:45:00+00,2013-08-21 21:44:59+00,,,ICE,MOD,AIRMET,0.0,0.0
899,33434,2O13/08-21 21:45:0O+0O,2O13-O8/22 04:00:O0+O0,,,IFR,,AIRMET,O,O
900,33435,2013-O8-21 21:45:OO+00,2013/O8-22 O3:45:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
901,33436,2013/08/21 21:45:00+O0,2013/08/22 04:00:0O+00,,,MTN OBSCN,,AIRMET,O,0.0
902,33437,2013/O8-21 18:17:00+00,2O13/O8-21 21:44:59+00,,,IFR,,AIRMET,0.0,O
903,33438,2O13-O8-21 18:17:00+O0,2013-08-21 21:44:59+O0,,,MTN OBSCN,,AIRMET,O,0.0
904,33439,2O13-O8-21 15:45:00+00,2013-08-21 21:44:59+OO,,,IFR,,AIRMET,0.0,0.0
905,33440,2013-08-21 15:45:00+00,2013-08-21 21:44:59+00,,,MTN OBSCN,,AIRMET,O,O
906,33441,2013-08-21 21:55:0O+00,2013-08-21 23:55:O0+OO,200.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
907,33442,2O13/O8/21 23:55:0O+00,2013-O8-22 03:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
908,33443,2013/O8-21 21:55:O0+O0,2013-08/21 22:54:59+00,150.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
909,33444,2013-08-21 23:55:O0+00,2O13-O8-21 22:54:59+00,,,CONVECTIVE,,OUTLOOK,,
910,33445,2013/O8-22 OO:55:O0+00,2013/08/22 04:55:00+00,,,CONVECTIVE,,OUTLOOK,,
911,33446,2O13/08-21 22:55:00+OO,2O13-08/22 00:55:00+00,150.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
912,33447,2O13-O8/21 23:55:0O+O0,2013-O8-22 O1:55:O0+0O,100.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
913,33448,2013-08/22 01:55:OO+00,2013-08-22 O5:55:00+00,,,CONVECTIVE,,OUTLOOK,,
914,33449,2013/08-22 00:55:0O+00,2013-O8-21 23:54:59+00,,,CONVECTIVE,,OUTLOOK,,
915,33450,2013-08-21 22:55:00+0O,2O13-08-21 23:54:59+00,150.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
916,33451,2013/08-22 0O:55:O0+0O,2O13-08/22 02:55:00+00,100.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
917,33452,2013/08-22 02:55:O0+00,2013-08-22 06:55:00+00,,,CONVECTIVE,,OUTLOOK,,
918,33453,2O13-O8-22 01:55:O0+00,2013-O8-22 03:55:0O+OO,230.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
919,33454,2013-08-22 OO:55:00+0O,2013-08/22 01:54:59+00,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
920,33455,2013-08/22 O3:55:00+00,2013-08-22 07:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
921,33456,2013/08-22 O2:55:O0+00,2013-08-22 01:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
922,33457,2013-O8-22 02:10:O0+0O,2013-08-22 08:10:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
923,33458,2013-O8/22 02:55:00+0O,2013-08-22 04:55:00+00,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
924,33459,2013-08-22 04:55:00+O0,2013-O8-22 08:55:00+00,,,CONVECTIVE,,OUTLOOK,,
925,33460,2013-O8-22 03:45:00+00,2O13-08/22 1O:O0:OO+00,,,IFR,,AIRMET,0.0,0.0
926,33476,2O13-08-22 06:55:0O+0O,2013-08-22 O5:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
927,33461,2O13-08/22 O3:45:O0+00,2013-08-22 09:45:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
928,33462,2013-O8-22 03:45:0O+00,2O13-08-22 10:00:O0+00,,,MTN OBSCN,,AIRMET,O,O
929,33463,2O13-O8-22 03:45:O0+0O,2013/08-22 10:00:00+O0,,,TURB,MOD,AIRMET,O,O
930,33464,2O13-08-22 02:10:O0+00,2013-08/22 O3:44:59+O0,,,MTN OBSCN,,AIRMET,O,0.0
931,33465,2013/O8-21 21:45:OO+OO,2O13/O8-22 O3:44:59+0O,,,IFR,,AIRMET,0.0,O
932,33466,2013-08-21 21:45:00+0O,2013-08-22 O3:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
933,33467,2013-08-22 03:55:0O+O0,2013-08/22 05:55:00+00,320.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
934,33468,2013-08/22 05:55:00+00,2O13/08-22 09:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
935,33469,2013-08-22 04:55:00+00,2013/08/22 06:55:0O+OO,280.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
936,33470,2013-08-22 03:55:O0+00,2013-O8-22 04:54:59+00,320.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
937,33471,2013/O8/22 06:55:0O+00,2O13/O8/22 10:55:00+00,,,CONVECTIVE,,OUTLOOK,,
938,33472,2013-O8/22 O5:55:00+00,2013-08/22 04:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
939,33473,2013/08-22 05:55:0O+O0,2013-O8-22 07:55:0O+0O,180.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
940,33474,2O13/08-22 07:55:00+O0,2013-O8-22 11:55:00+00,,,CONVECTIVE,,OUTLOOK,,
941,33475,2013-08-22 04:55:00+O0,2013/08/22 05:54:59+00,280.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,O
942,33477,2013-O8-22 06:55:0O+0O,2013-O8-22 O8:55:00+0O,280.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
943,33478,2013-08/22 08:55:O0+00,2013/08-22 12:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
944,33479,2013-08/22 05:55:00+00,2013-O8/22 06:54:59+00,180.0,5.0,CONVECTIVE,LT/MOD,SIGMET,O,O
945,33480,2013-08-22 O7:55:O0+0O,2013-08-22 06:54:59+00,,,CONVECTIVE,,OUTLOOK,,
946,33481,2013/08-22 07:55:0O+00,2O13/08-22 O9:55:0O+OO,,,CONVECTIVE,LT-MOD,SIGMET,O,0.0
947,33482,2013/08-22 09:55:O0+00,2O13-O8-22 13:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
948,33483,2O13-08-22 06:55:00+00,2O13-08/22 07:54:59+O0,280.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
949,33484,2013/08-22 08:55:OO+0O,2O13-08/22 07:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
950,33485,2O13/08-22 08:55:00+O0,2013-08-22 10:55:OO+O0,180.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
951,33486,2O13/08/22 1O:55:O0+00,2013-08/22 14:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
952,33504,2013/O8-22 10:47:00+0O,2013-O8-22 16:00:O0+O0,,,IFR,,AIRMET,0.0,O
953,33487,2013/08/22 O7:55:00+0O,2013-O8-22 08:54:59+0O,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
954,33488,2013-08-22 09:55:O0+00,2013-08-22 O8:54:59+00,,,CONVECTIVE,,OUTLOOK,,
955,33489,2013-08/22 09:45:0O+00,2013/08-22 16:00:0O+0O,,,TURB,MOD,AIRMET,0.0,0.0
956,33490,2013-O8/22 O3:45:0O+0O,2013-08/22 O9:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
957,33491,2013-O8-22 09:45:00+0O,2013/08-22 15:45:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
958,33492,2013-08-22 O9:45:O0+00,2O13-08-22 16:00:0O+00,,,IFR,,AIRMET,0.0,0.0
959,33493,2013-08/22 09:45:OO+00,2013/08-22 16:0O:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
960,33494,2013-O8-22 11:55:0O+00,2O13-08/22 15:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
961,33495,2013-O8-22 O9:55:O0+O0,2013-08/22 11:55:0O+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
962,33496,2013/08/22 O8:55:00+OO,2013-08/22 09:54:59+0O,,,CONVECTIVE,LT/MOD,SIGMET,0.0,O
963,33497,2013-08/22 10:55:OO+00,2O13-08/22 O9:54:59+00,,,CONVECTIVE,,OUTLOOK,,
964,33498,2O13/08-22 10:29:OO+OO,2013-08/22 16:0O:0O+0O,,,IFR,,AIRMET,0.0,0.0
965,33499,2013/O8/22 1O:29:0O+0O,2013-08-22 16:0O:00+00,,,MTN OBSCN,,AIRMET,0.0,O
966,33500,2013-O8-22 1O:55:OO+00,2O13/08-22 12:55:OO+OO,350.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
967,33501,2O13-08-22 12:55:O0+O0,2013-08-22 16:55:0O+OO,,,CONVECTIVE,,OUTLOOK,,
968,33502,2013-08-22 11:55:O0+00,2013/08/22 10:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
969,33503,2O13-08/22 O9:55:0O+00,2013/08-22 1O:54:59+O0,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
970,33505,2013/O8-22 1O:47:OO+00,2013-08-22 16:00:00+0O,,,MTN OBSCN,,AIRMET,O,O
971,33506,2013-08-22 13:55:00+0O,2O13/08-22 17:55:00+00,,,CONVECTIVE,,OUTLOOK,,
972,33507,2O13-08/22 11:55:OO+00,2013-08/22 13:55:00+O0,70.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,O
973,33533,2013/08-22 17:55:00+00,2O13-08-22 21:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
974,33613,2013/08-22 21:45:O0+OO,2O13-08/23 03:44:59+00,,,IFR,,AIRMET,0.0,0.0
975,33508,2013/08-22 11:57:00+00,2013/08/22 13:55:O0+O0,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
976,33509,2013-O8-22 13:55:00+0O,2013/08-22 12:54:59+00,,,CONVECTIVE,,OUTLOOK,,
977,33510,2013/08-22 11:55:00+00,2013/08-22 12:54:59+0O,70.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
978,33511,2013-08/22 11:57:0O+O0,2013-08/22 12:54:59+0O,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
979,33512,2O13-08-22 14:55:00+00,2O13-08-22 18:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
980,33525,2013-O8-22 15:45:0O+00,2013/O8-22 22:00:O0+00,,,MTN OBSCN,,AIRMET,0.0,0.0
981,33526,2O13/08-22 13:40:00+OO,2013-08-22 15:44:59+0O,,,IFR,,AIRMET,0.0,0.0
982,33513,2013/08/22 12:55:00+00,2013-08-22 14:55:00+OO,300.0,30.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
983,33514,2O13-08-22 13:4O:00+0O,2013-08-22 16:00:0O+00,,,IFR,,AIRMET,O,0.0
984,33515,2O13/O8/22 13:40:00+O0,2013/O8/22 16:0O:O0+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
985,33516,2013/08-22 15:55:00+O0,2013-O8-22 19:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
986,33517,2013-O8-22 13:55:OO+O0,2013-08-22 15:55:O0+00,310.0,30.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
987,33518,2013-O8-22 14:55:00+00,2013-08-22 16:55:00+00,110.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
988,33519,2013-08/22 15:55:OO+O0,2013-08/22 14:54:59+00,,,CONVECTIVE,,OUTLOOK,,
989,33520,2013-08-22 13:55:00+00,2013-O8/22 14:54:59+OO,60.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
990,33521,2O13-O8-22 16:55:0O+O0,2013-08/22 20:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
991,33522,2013-O8-22 09:45:0O+00,2013/08-22 15:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
992,33523,2013-O8-22 15:45:OO+00,2013-08/22 22:00:OO+00,,,TURB,MOD,AIRMET,O,0.0
993,33524,2013/08-22 15:45:00+00,2O13/O8/22 22:O0:0O+00,,,IFR,,AIRMET,0.0,0.0
994,33527,2013-08-22 13:40:0O+0O,2013-08-22 15:44:59+OO,,,MTN OBSCN,,AIRMET,0.0,O
995,33528,2013-08-22 09:45:0O+O0,2013-08-22 15:44:59+O0,,,IFR,,AIRMET,O,0.0
996,33529,2013/O8-22 09:45:00+00,2013-08-22 15:44:59+00,,,MTN OBSCN,,AIRMET,O,0.0
997,33530,2013/O8/22 1O:29:00+OO,2013-O8-22 15:44:59+00,,,IFR,,AIRMET,O,O
998,33531,2013/08-22 10:29:0O+0O,2013/08/22 15:44:59+OO,,,MTN OBSCN,,AIRMET,O,O
999,33532,2013-O8-22 15:55:00+0O,2013-08/22 17:55:00+OO,280.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1000,33534,2013-08-22 14:55:0O+00,2O13-08-22 15:54:59+00,280.0,30.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1001,33535,2013-08-22 16:55:00+00,2013/08-22 15:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1002,33536,2013-08/22 16:55:O0+00,2013-08-22 18:55:0O+OO,300.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1003,33537,2013/08-22 18:55:00+O0,2O13/08-22 22:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
1004,33538,2O13/08-22 15:55:OO+0O,2O13/08-22 16:54:59+0O,300.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1005,33539,2013/08-22 17:55:O0+00,2O13-08-22 16:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1006,33540,2013-O8-22 16:58:O0+00,2013-O8/22 22:OO:00+OO,,,MTN OBSCN,,AIRMET,O,0.0
1007,33541,2O13/O8/22 16:58:OO+00,2013/08-22 22:O0:0O+O0,,,IFR,,AIRMET,O,0.0
1008,33542,2013-08/22 17:26:O0+00,2013/08-22 22:00:00+00,,,IFR,,AIRMET,O,0.0
1009,33543,2013-08-22 17:26:00+0O,2013-08-22 22:0O:O0+00,,,MTN OBSCN,,AIRMET,O,0.0
1010,33544,2013-O8-22 17:55:00+00,2O13-08/22 19:55:00+0O,290.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1011,33545,2013-08-22 19:55:00+00,2O13-08/22 23:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
1012,33546,2O13-08/22 16:55:00+00,2013-08-22 17:54:59+00,280.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,O
1013,33558,2013/08-22 20:22:00+O0,2013-08/22 22:00:00+00,,,IFR,,AIRMET,0.0,O
1014,33547,2O13-O8-22 18:55:00+00,2O13/08-22 17:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1015,33548,2O13/O8/22 19:55:O0+O0,2O13-08-22 18:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1016,33549,2013-08-22 17:55:00+00,2013-O8-22 18:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1017,33550,2013-08-22 2O:55:00+O0,2O13-08/23 00:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1018,33551,2O13/O8-22 18:55:00+O0,2O13-08-22 20:55:0O+00,290.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1019,33552,2013-08-22 18:55:00+00,2013-08/22 19:54:59+00,290.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1020,33553,2013/O8-22 20:55:O0+00,2013-O8-22 19:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1021,33554,2013/O8-22 21:55:OO+00,2O13-08/23 01:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1022,33555,2013-O8-22 19:55:O0+OO,2O13/O8/22 21:55:O0+00,170.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1023,33556,2013-08/22 19:49:O0+00,2013-O8-22 22:O0:OO+0O,,,TURB,MOD,AIRMET,0.0,O
1024,33557,2013-08-22 2O:22:00+00,2013/08-22 22:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1025,33559,2O13/08-22 20:55:O0+00,2013-08-22 22:55:OO+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1026,33560,2O13-O8-22 22:55:00+00,2013-08-23 02:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
1027,33561,2013-08-22 19:55:0O+00,2013/08/22 20:54:59+0O,170.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1028,33562,2013/08/22 21:55:00+00,2013-08-22 20:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1029,33563,2013/08/22 21:45:00+00,2O13-O8-23 O4:0O:O0+0O,,,TURB,MOD,AIRMET,0.0,0.0
1030,33564,2013-O8-22 19:49:OO+OO,2O13-O8-22 21:44:59+OO,,,TURB,MOD,AIRMET,0.0,O
1031,33565,2013-08-22 15:45:00+00,2013-08-22 21:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
1032,33566,2013-O8-22 20:22:00+00,2013/08/22 21:44:59+O0,,,MTN OBSCN,,AIRMET,O,0.0
1033,33567,2O13-O8-22 2O:22:00+00,2013-08/22 21:44:59+OO,,,IFR,,AIRMET,O,0.0
1034,33568,2013/08/22 21:45:00+00,2013-08-23 04:00:0O+0O,,,IFR,,AIRMET,0.0,O
1035,33569,2O13-08/22 21:45:0O+0O,2013/08-23 04:OO:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1036,33570,2013-O8-22 21:45:0O+O0,2O13-08-23 03:45:00+0O,,,MTN OBSCN,,AIRMET,O,0.0
1037,33571,2013-08-22 17:26:00+00,2013/08-22 21:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,O
1038,33572,2013/08-22 17:26:00+00,2013-08-22 21:44:59+00,,,IFR,,AIRMET,0.0,0.0
1039,33573,2013-08-22 16:58:0O+00,2O13-O8-22 21:44:59+0O,,,IFR,,AIRMET,0.0,O
1040,33574,2013-O8-22 16:58:00+0O,2013/08-22 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1041,33575,2013-08-22 15:45:00+O0,2013-08/22 21:44:59+O0,,,IFR,,AIRMET,0.0,O
1042,33577,2013-08/22 20:55:00+OO,2013-O8-22 21:54:59+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1043,33578,2O13-08-22 22:55:00+O0,2O13-O8-22 21:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1044,33579,2013-08-22 23:55:OO+00,2013-08-23 03:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
1045,33580,2O13-08-22 21:55:O0+O0,2013/08-22 23:55:00+0O,210.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1046,33581,2013-O8-22 22:28:0O+00,2O13-08-23 04:O0:O0+00,,,ICE,MOD,AIRMET,0.0,0.0
1047,33591,2013/08-23 O0:13:00+O0,2013-08-23 04:O0:O0+0O,,,IFR,,AIRMET,O,0.0
1048,33582,2O13-O8-22 22:55:00+O0,2013-O8-23 O0:55:00+0O,210.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1049,33583,2O13-O8/23 O0:55:O0+00,2O13/08/23 O4:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1050,33584,2013-08-22 23:55:00+00,2013/O8/22 22:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1051,33585,2013-08-22 21:55:0O+00,2013-08-22 22:54:59+00,210.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1052,33614,2O13-08/22 21:45:00+OO,2013-08/23 03:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1053,33767,2013/08-24 15:55:00+0O,2O13-08/24 19:55:0O+OO,,,CONVECTIVE,,OUTLOOK,,
1054,33586,2O13-08-22 23:55:0O+O0,2013-08/23 01:55:00+00,,,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1055,33587,2013-08-23 01:55:OO+00,2013/08-23 05:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1056,33588,2013-O8-23 00:55:00+0O,2013-08-22 23:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1057,33589,2013-O8-22 22:55:OO+0O,2013/O8-22 23:54:59+O0,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1058,33590,2013-O8-23 OO:13:0O+OO,2O13-08-23 04:00:0O+00,,,MTN OBSCN,,AIRMET,O,0.0
1059,33592,2013-08-22 23:55:0O+00,2013-08-23 00:54:59+O0,170.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1060,33593,2013-08/23 O1:55:O0+OO,2013-08-23 00:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1061,33594,2013/08-23 OO:55:00+00,2013/08-23 02:55:O0+00,170.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1062,33595,2013-08-23 02:55:00+O0,2013-08-23 06:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1063,33596,2013/08-23 01:O2:00+0O,2013/O8-23 O2:55:00+00,280.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1064,33597,2013/08-23 O1:02:00+00,2013-O8/23 03:55:0O+O0,350.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1065,33598,2O13-08-23 O1:55:00+00,2013-08-23 03:55:0O+O0,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1066,33599,2013/O8-23 O3:55:0O+00,2O13/08-23 07:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1067,33600,2013-O8/23 02:55:00+00,2013-08-23 04:55:00+00,,,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1068,33601,2O13/O8-23 04:55:00+OO,2O13-08-23 08:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
